date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2020-09-04,DE_BY_09677,1.0,0.0,1.0,,191.0,6.0,185.0,
2020-09-05,DE_BY_09677,1.0,0.0,1.0,,192.0,6.0,186.0,
2020-09-08,DE_BY_09677,4.0,0.0,4.0,,196.0,6.0,190.0,
2020-09-09,DE_BY_09677,1.0,0.0,1.0,,197.0,6.0,191.0,
2020-09-10,DE_BY_09677,1.0,0.0,1.0,,198.0,6.0,192.0,
2020-09-11,DE_BY_09677,1.0,0.0,1.0,,199.0,6.0,193.0,
2020-09-12,DE_BY_09677,7.0,0.0,7.0,,206.0,6.0,200.0,
2020-09-13,DE_BY_09677,2.0,0.0,2.0,,208.0,6.0,202.0,
2020-09-15,DE_BY_09677,1.0,0.0,1.0,,209.0,6.0,203.0,
2020-09-16,DE_BY_09677,2.0,0.0,2.0,,211.0,6.0,205.0,
2020-09-18,DE_BY_09677,6.0,0.0,6.0,,217.0,6.0,211.0,
2020-09-19,DE_BY_09677,3.0,0.0,3.0,,220.0,6.0,214.0,
2020-09-21,DE_BY_09677,2.0,0.0,2.0,,222.0,6.0,216.0,
2020-09-23,DE_BY_09677,3.0,0.0,3.0,,225.0,6.0,219.0,
2020-09-24,DE_BY_09677,2.0,0.0,2.0,,227.0,6.0,221.0,
2020-09-25,DE_BY_09677,4.0,0.0,4.0,,231.0,6.0,225.0,
2020-09-27,DE_BY_09677,1.0,0.0,1.0,,232.0,6.0,226.0,
2020-09-28,DE_BY_09677,4.0,0.0,4.0,,236.0,6.0,230.0,
2020-09-30,DE_BY_09677,4.0,0.0,4.0,,240.0,6.0,234.0,
2020-10-02,DE_BY_09677,3.0,0.0,3.0,,243.0,6.0,237.0,
2020-10-03,DE_BY_09677,3.0,0.0,3.0,,246.0,6.0,240.0,
2020-10-04,DE_BY_09677,2.0,0.0,2.0,,248.0,6.0,242.0,
2020-10-05,DE_BY_09677,1.0,0.0,1.0,,249.0,6.0,243.0,
2020-10-06,DE_BY_09677,6.0,0.0,6.0,,255.0,6.0,249.0,
2020-10-07,DE_BY_09677,1.0,0.0,1.0,,256.0,6.0,250.0,
2020-10-08,DE_BY_09677,5.0,0.0,5.0,,261.0,6.0,255.0,
2020-10-09,DE_BY_09677,3.0,0.0,3.0,,264.0,6.0,258.0,
2020-10-12,DE_BY_09677,1.0,0.0,1.0,,265.0,6.0,259.0,
2020-10-13,DE_BY_09677,5.0,0.0,5.0,,270.0,6.0,264.0,
2020-10-14,DE_BY_09677,4.0,0.0,4.0,,274.0,6.0,268.0,
2020-10-15,DE_BY_09677,4.0,0.0,4.0,,278.0,6.0,272.0,
2020-10-16,DE_BY_09677,4.0,0.0,4.0,,282.0,6.0,276.0,
2020-10-18,DE_BY_09677,6.0,0.0,6.0,,288.0,6.0,282.0,
